"","X","DBN","School.Name.x","Year.x","Percent_Attendance","Demographic.Category","Demographic.Variable","Percent_Chronically_Absent","School.Name.y","Year.y","Total.Enrollment","Grade.3","X..Female","X..Male","X..Black","X..White","X..Students.with.Disabilities","X..Poverty","Economic.Need.Index","Gen.Ed","ICT","SC.12.1","SC.12.1.1","SC.15.1","SC.6.1.1","SC.8.1.1","borough"
"110",110,"01M839","Tompkins Square Middle School","2017-18","96.1","Poverty","Not Poverty","2.0","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"111",111,"01M839","Tompkins Square Middle School","2017-18","96.2","Ethnicity","White","3.4","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"112",112,"01M839","Tompkins Square Middle School","2017-18","s","Ethnicity","Other","s","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"113",113,"01M839","Tompkins Square Middle School","2017-18","98.5","Ethnicity","Asian","0.0","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"114",114,"01M839","Tompkins Square Middle School","2017-18","s","Ethnicity","Black","s","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"115",115,"01M839","Tompkins Square Middle School","2017-18","96.2","SWD Status","Not SWD","5.3","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"116",116,"01M839","Tompkins Square Middle School","2017-18","93.4","Ethnicity","Hispanic","17.4","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"117",117,"01M839","Tompkins Square Middle School","2017-18","94.3","SWD Status","SWD","18.8","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"118",118,"01M839","Tompkins Square Middle School","2017-18","95.7","All Students","All Students","8.7","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"119",119,"01M839","Tompkins Square Middle School","2017-18","s","ELL Status","Not ELL","s","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"120",120,"01M839","Tompkins Square Middle School","2017-18","95.8","Gender","Female","6.3","Tompkins Square Middle School","2017-18",373,0,0.531,0.469,0.137,0.209,0.276,0.694,0.68,30,31.7,NA,NA,NA,NA,NA,"Manhattan"
"121",121,"02M104","J.H.S. 104 Simon Baruch","2017-18","95.9","SWD Status","Not SWD","6.9","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"122",122,"02M104","J.H.S. 104 Simon Baruch","2017-18","92.8","SWD Status","SWD","26.8","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"123",123,"02M104","J.H.S. 104 Simon Baruch","2017-18","95.4","Gender","Female","11.3","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"124",124,"02M104","J.H.S. 104 Simon Baruch","2017-18","96.4","Ethnicity","Other","0.0","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"125",125,"02M104","J.H.S. 104 Simon Baruch","2017-18","92.6","Ethnicity","Black","28.1","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"126",126,"02M104","J.H.S. 104 Simon Baruch","2017-18","95.2","Gender","Male","10.8","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"127",127,"02M104","J.H.S. 104 Simon Baruch","2017-18","94.8","Ethnicity","White","8.7","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"128",128,"02M104","J.H.S. 104 Simon Baruch","2017-18","97.8","Ethnicity","Asian","1.5","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"129",129,"02M104","J.H.S. 104 Simon Baruch","2017-18","93.8","ELL Status","ELL","33.3","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"130",130,"02M104","J.H.S. 104 Simon Baruch","2017-18","95.3","ELL Status","Not ELL","10.2","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"131",131,"02M104","J.H.S. 104 Simon Baruch","2017-18","92.8","Ethnicity","Hispanic","24.7","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"132",132,"02M104","J.H.S. 104 Simon Baruch","2017-18","95.5","Poverty","Not Poverty","7.2","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"133",133,"02M104","J.H.S. 104 Simon Baruch","2017-18","95.1","Poverty","Poverty","15.3","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"134",134,"02M104","J.H.S. 104 Simon Baruch","2017-18","95.3","All Students","All Students","11.0","J.H.S. 104 Simon Baruch","2017-18",1134,0,0.466,0.534,0.075,0.347,0.175,0.451,0.426,31,27,7.7,NA,NA,NA,NA,"Manhattan"
"135",135,"02M114","East Side Middle School","2017-18","96.7","Ethnicity","White","1.9","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"136",136,"02M114","East Side Middle School","2017-18","95.0","Ethnicity","Hispanic","28.6","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"137",137,"02M114","East Side Middle School","2017-18","96.7","Poverty","Not Poverty","2.9","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"138",138,"02M114","East Side Middle School","2017-18","95.7","Ethnicity","Black","16.7","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"139",139,"02M114","East Side Middle School","2017-18","96.8","Ethnicity","Other","7.7","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"140",140,"02M114","East Side Middle School","2017-18","96.7","ELL Status","Not ELL","3.9","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"141",141,"02M114","East Side Middle School","2017-18","96.8","SWD Status","Not SWD","2.3","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"142",142,"02M114","East Side Middle School","2017-18","97.0","Ethnicity","Asian","0.0","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"143",143,"02M114","East Side Middle School","2017-18","95.7","SWD Status","SWD","15.8","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"144",144,"02M114","East Side Middle School","2017-18","96.5","Gender","Male","4.1","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"145",145,"02M114","East Side Middle School","2017-18","96.9","Gender","Female","3.8","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"146",146,"02M114","East Side Middle School","2017-18","96.2","Poverty","Poverty","12.5","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"147",147,"02M114","East Side Middle School","2017-18","96.7","All Students","All Students","3.9","East Side Middle School","2017-18",450,0,0.549,0.451,0.036,0.676,0.158,0.111,0.11,30.7,28,NA,NA,NA,NA,NA,"Manhattan"
"148",148,"02M126","P.S. 126 Jacob August Riis","2017-18","94.2","Ethnicity","Hispanic","21.1","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"149",149,"02M126","P.S. 126 Jacob August Riis","2017-18","96.7","Gender","Male","7.1","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"150",150,"02M126","P.S. 126 Jacob August Riis","2017-18","s","ELL Status","ELL","s","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"151",151,"02M126","P.S. 126 Jacob August Riis","2017-18","96.1","Poverty","Not Poverty","5.6","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"152",152,"02M126","P.S. 126 Jacob August Riis","2017-18","96.6","Gender","Female","9.3","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"153",153,"02M126","P.S. 126 Jacob August Riis","2017-18","s","ELL Status","Not ELL","s","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"154",154,"02M126","P.S. 126 Jacob August Riis","2017-18","96.9","Poverty","Poverty","9.1","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"155",155,"02M126","P.S. 126 Jacob August Riis","2017-18","97.4","SWD Status","Not SWD","5.2","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"156",156,"02M126","P.S. 126 Jacob August Riis","2017-18","96.6","All Students","All Students","8.0","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"157",157,"02M126","P.S. 126 Jacob August Riis","2017-18","s","Ethnicity","Other","s","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"158",158,"02M126","P.S. 126 Jacob August Riis","2017-18","s","Ethnicity","Black","s","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"159",159,"02M126","P.S. 126 Jacob August Riis","2017-18","92.2","SWD Status","SWD","25.0","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"160",160,"02M126","P.S. 126 Jacob August Riis","2017-18","98.2","Ethnicity","Asian","3.0","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"161",161,"02M126","P.S. 126 Jacob August Riis","2017-18","95.6","Ethnicity","White","6.3","P.S. 126 Jacob August Riis","2017-18",784,72,0.46,0.54,0.093,0.079,0.194,0.8,0.78,30.3,30,NA,NA,NA,NA,NA,"Manhattan"
"162",162,"02M131","M.S. 131","2017-18","97.2","Gender","Female","10.6","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"163",163,"02M131","M.S. 131","2017-18","s","Ethnicity","White","s","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"164",164,"02M131","M.S. 131","2017-18","97.2","Gender","Male","7.8","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"165",165,"02M131","M.S. 131","2017-18","98.2","SWD Status","Not SWD","5.9","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"166",166,"02M131","M.S. 131","2017-18","96.9","ELL Status","Not ELL","7.6","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"167",167,"02M131","M.S. 131","2017-18","97.2","Poverty","Poverty","9.0","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"168",168,"02M131","M.S. 131","2017-18","s","Ethnicity","Black","s","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"169",169,"02M131","M.S. 131","2017-18","88.9","Ethnicity","Hispanic","39.1","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"170",170,"02M131","M.S. 131","2017-18","97.2","All Students","All Students","9.1","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"171",171,"02M131","M.S. 131","2017-18","99.0","Ethnicity","Asian","0.9","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"172",172,"02M131","M.S. 131","2017-18","97.1","Poverty","Not Poverty","11.1","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"173",173,"02M131","M.S. 131","2017-18","94.7","SWD Status","SWD","17.1","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"174",174,"02M131","M.S. 131","2017-18","97.7","ELL Status","ELL","11.8","M.S. 131","2017-18",436,0,0.433,0.567,0.06,0.018,0.255,0.936,0.857,22.3,28,12.3,NA,NA,NA,NA,"Manhattan"
"175",175,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","95.6","Gender","Female","9.1","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"176",176,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","96.2","SWD Status","Not SWD","8.1","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"177",177,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","92.2","Ethnicity","Hispanic","33.8","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"178",178,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","98.1","Ethnicity","Asian","2.8","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"179",179,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","96.3","Ethnicity","Other","0.0","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"180",180,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","95.7","Poverty","Not Poverty","7.8","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"181",181,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","90.6","SWD Status","SWD","37.2","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"182",182,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","94.8","Gender","Male","17.1","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"183",183,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","94.1","Poverty","Poverty","23.2","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"184",184,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","95.0","Ethnicity","White","10.4","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"185",185,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","90.9","Ethnicity","Black","36.0","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"186",186,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","95.2","ELL Status","Not ELL","12.7","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"187",187,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","95.2","All Students","All Students","13.3","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"188",188,"02M167","J.H.S. 167 Robert F. Wagner","2017-18","94.8","ELL Status","ELL","27.8","J.H.S. 167 Robert F. Wagner","2017-18",1336,0,0.473,0.527,0.06,0.521,0.17,0.314,0.298,29.8,30,NA,NA,NA,NA,NA,"Manhattan"
"189",189,"02M177","Yorkville East Middle School","2017-18","92.5","Gender","Female","19.4","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"190",190,"02M177","Yorkville East Middle School","2017-18","93.8","SWD Status","SWD","8.7","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"191",191,"02M177","Yorkville East Middle School","2017-18","92.9","SWD Status","Not SWD","16.1","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"192",192,"02M177","Yorkville East Middle School","2017-18","93.1","All Students","All Students","14.1","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"193",193,"02M177","Yorkville East Middle School","2017-18","92.2","Ethnicity","Hispanic","6.9","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"194",194,"02M177","Yorkville East Middle School","2017-18","86.5","Ethnicity","Black","20.0","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"195",195,"02M177","Yorkville East Middle School","2017-18","s","Ethnicity","Asian","s","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"196",196,"02M177","Yorkville East Middle School","2017-18","94.1","Poverty","Not Poverty","14.5","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"197",197,"02M177","Yorkville East Middle School","2017-18","93.6","Gender","Male","10.2","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"198",198,"02M177","Yorkville East Middle School","2017-18","94.8","Ethnicity","White","21.9","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"199",199,"02M177","Yorkville East Middle School","2017-18","s","ELL Status","Not ELL","s","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"200",200,"02M177","Yorkville East Middle School","2017-18","91.3","Poverty","Poverty","13.3","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"201",201,"02M177","Yorkville East Middle School","2017-18","s","ELL Status","ELL","s","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"202",202,"02M177","Yorkville East Middle School","2017-18","s","Ethnicity","Other","s","Yorkville East Middle School","2017-18",233,0,0.498,0.502,0.12,0.494,0.262,0.352,0.328,25,25,NA,NA,NA,NA,NA,"Manhattan"
"203",203,"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","s","SWD Status","Not SWD","s","P.S./I.S. 217 Roosevelt Island","2017-18",616,89,0.51,0.49,0.114,0.385,0.135,0.343,0.28,32,NA,NA,4,NA,NA,NA,"Manhattan"
"204",204,"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","96.8","Gender","Female","0.0","P.S./I.S. 217 Roosevelt Island","2017-18",616,89,0.51,0.49,0.114,0.385,0.135,0.343,0.28,32,NA,NA,4,NA,NA,NA,"Manhattan"
"205",205,"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","s","Ethnicity","Black","s","P.S./I.S. 217 Roosevelt Island","2017-18",616,89,0.51,0.49,0.114,0.385,0.135,0.343,0.28,32,NA,NA,4,NA,NA,NA,"Manhattan"
"206",206,"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","94.2","Gender","Male","14.3","P.S./I.S. 217 Roosevelt Island","2017-18",616,89,0.51,0.49,0.114,0.385,0.135,0.343,0.28,32,NA,NA,4,NA,NA,NA,"Manhattan"
"207",207,"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","96.0","All Students","All Students","4.2","P.S./I.S. 217 Roosevelt Island","2017-18",616,89,0.51,0.49,0.114,0.385,0.135,0.343,0.28,32,NA,NA,4,NA,NA,NA,"Manhattan"
"208",208,"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","96.0","ELL Status","Not ELL","5.6","P.S./I.S. 217 Roosevelt Island","2017-18",616,89,0.51,0.49,0.114,0.385,0.135,0.343,0.28,32,NA,NA,4,NA,NA,NA,"Manhattan"
"209",209,"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","97.7","Ethnicity","Asian","0.0","P.S./I.S. 217 Roosevelt Island","2017-18",616,89,0.51,0.49,0.114,0.385,0.135,0.343,0.28,32,NA,NA,4,NA,NA,NA,"Manhattan"
"210",210,"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","94.2","Ethnicity","White","14.3","P.S./I.S. 217 Roosevelt Island","2017-18",616,89,0.51,0.49,0.114,0.385,0.135,0.343,0.28,32,NA,NA,4,NA,NA,NA,"Manhattan"
