"","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities"
"229","02M312",97,"Not Poverty",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"1.7",0.164
"230","02M312",97.4,"Female",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"1.4",0.164
"231","02M312",97.3,"Male",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"2.8",0.164
"232","02M312",97.1,"White",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"0.0",0.164
"233","02M312",98,"Poverty",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"3.3",0.164
"234","02M312",98.2,"Asian",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"1.2",0.164
"235","02M312",97.4,"All Students",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"2.2",0.164
"236","02M312",96.3,"SWD",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"6.5",0.164
"237","02M312",97.6,"Not SWD",0.388,"Manhattan",0,0.587,0.02,0.413,0.3,554,0.384,"1.3",0.164
"238","02M347",92.4,"All Students",0.624,"Manhattan",0,0.482,0.198,0.518,0.254,197,0.686,"27.3",0.543
"239","02M347",93.9,"Hispanic",0.624,"Manhattan",0,0.482,0.198,0.518,0.254,197,0.686,"25.0",0.543
"240","02M397",97.3,"Asian",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"11.1",0.174
"241","02M397",94.2,"SWD",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"16.7",0.174
"242","02M397",96.3,"Male",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"6.5",0.174
"243","02M397",95.5,"Not ELL",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"12.5",0.174
"244","02M397",94.7,"Hispanic",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"15.4",0.174
"245","02M397",96,"Poverty",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"14.3",0.174
"246","02M397",94.6,"Female",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"20.0",0.174
"247","02M397",95.4,"Not Poverty",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"11.9",0.174
"248","02M397",95.4,"White",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"10.7",0.174
"249","02M397",95.9,"Not SWD",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"11.4",0.174
"250","02M397",95.5,"All Students",0.135,"Manhattan",0,0.51,0.033,0.49,0.551,539,0.137,"12.5",0.174
"251","02M407",94.3,"Hispanic",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"21.4",0.118
"252","02M407",95.9,"Female",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"10.3",0.118
"253","02M407",97.4,"Male",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"5.3",0.118
"254","02M407",97,"White",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"8.3",0.118
"255","02M407",96.7,"All Students",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"7.8",0.118
"256","02M407",97.4,"SWD",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"0.0",0.118
"257","02M407",96.6,"Not SWD",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"8.5",0.118
"258","02M407",97,"Not Poverty",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"6.8",0.118
"259","02M407",97.1,"Black",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"0.0",0.118
"260","02M407",95.6,"Poverty",0.262,"Manhattan",0,0.533,0.191,0.467,0.52,492,0.331,"11.1",0.118
"261","02M408",95.3,"Female",0.379,"Manhattan",0,0.251,0.212,0.749,0.427,565,0.389,"3.8",0.149
"262","02M408",96.1,"Hispanic",0.379,"Manhattan",0,0.251,0.212,0.749,0.427,565,0.389,"0.0",0.149
"263","02M408",95.2,"Male",0.379,"Manhattan",0,0.251,0.212,0.749,0.427,565,0.389,"0.0",0.149
"264","02M408",95.4,"White",0.379,"Manhattan",0,0.251,0.212,0.749,0.427,565,0.389,"0.0",0.149
"265","02M408",95.3,"All Students",0.379,"Manhattan",0,0.251,0.212,0.749,0.427,565,0.389,"2.9",0.149
"266","02M408",95.7,"Poverty",0.379,"Manhattan",0,0.251,0.212,0.749,0.427,565,0.389,"0.0",0.149
"267","02M408",95.3,"Not ELL",0.379,"Manhattan",0,0.251,0.212,0.749,0.427,565,0.389,"2.9",0.149
"268","02M408",95.2,"Not Poverty",0.379,"Manhattan",0,0.251,0.212,0.749,0.427,565,0.389,"3.6",0.149
"269","02M413",95.3,"All Students",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"10.7",0.217
"270","02M413",97.5,"Black",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"0.0",0.217
"271","02M413",96.4,"White",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"9.1",0.217
"272","02M413",95.9,"Not SWD",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"7.0",0.217
"273","02M413",94.1,"SWD",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"18.8",0.217
"274","02M413",98.3,"Asian",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"0.0",0.217
"275","02M413",90.7,"Other",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"12.5",0.217
"276","02M413",95.3,"Male",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"8.6",0.217
"277","02M413",95.4,"Poverty",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"15.0",0.217
"278","02M413",95.3,"Female",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"13.3",0.217
"279","02M413",93.3,"Hispanic",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"25.0",0.217
"280","02M413",95.3,"Not Poverty",0.399,"Manhattan",0,0.523,0.111,0.477,0.364,750,0.42,"7.9",0.217
"281","02M422",94,"Not SWD",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"13.6",0.304
"282","02M422",93.6,"All Students",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"16.7",0.304
"283","02M422",99,"Asian",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"0.0",0.304
"284","02M422",91.6,"Female",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"23.4",0.304
"285","02M422",92.3,"Poverty",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"21.1",0.304
"286","02M422",93.6,"Not ELL",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"16.7",0.304
"287","02M422",97,"White",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"5.0",0.304
"288","02M422",91.1,"Hispanic",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"25.0",0.304
"289","02M422",91.2,"Black",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"22.2",0.304
"290","02M422",95.6,"Male",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"10.2",0.304
"291","02M422",93,"SWD",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"21.6",0.304
"292","02M422",97.3,"Not Poverty",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"4.0",0.304
"293","02M422",96.8,"Other",0.684,"Manhattan",0,0.631,0.22,0.369,0.203,586,0.629,"11.1",0.304
"294","02M442",96.2,"Not ELL",0.56,"Manhattan",0,0.504,0.191,0.496,0.22,141,0.451,"8.0",0.05
"295","02M442",96.7,"Asian",0.56,"Manhattan",0,0.504,0.191,0.496,0.22,141,0.451,"10.0",0.05
"296","02M442",95.1,"Male",0.56,"Manhattan",0,0.504,0.191,0.496,0.22,141,0.451,"16.7",0.05
"297","02M442",96.7,"Not Poverty",0.56,"Manhattan",0,0.504,0.191,0.496,0.22,141,0.451,"9.1",0.05
"298","02M442",96.2,"All Students",0.56,"Manhattan",0,0.504,0.191,0.496,0.22,141,0.451,"8.0",0.05
"299","02M442",97.2,"Female",0.56,"Manhattan",0,0.504,0.191,0.496,0.22,141,0.451,"0.0",0.05
"300","02M442",95.8,"Poverty",0.56,"Manhattan",0,0.504,0.191,0.496,0.22,141,0.451,"7.1",0.05
"301","02M655",82.3,"Black",0.828,"Manhattan",0,0.488,0.291,0.512,0.033,574,0.855,"58.3",0.216
"302","02M655",85.3,"All Students",0.828,"Manhattan",0,0.488,0.291,0.512,0.033,574,0.855,"47.6",0.216
"303","02M655",79.7,"Male",0.828,"Manhattan",0,0.488,0.291,0.512,0.033,574,0.855,"70.0",0.216
"304","02M655",90.3,"Female",0.828,"Manhattan",0,0.488,0.291,0.512,0.033,574,0.855,"27.3",0.216
"305","02M655",89.2,"Hispanic",0.828,"Manhattan",0,0.488,0.291,0.512,0.033,574,0.855,"33.3",0.216
"306","02M655",85.3,"Not ELL",0.828,"Manhattan",0,0.488,0.291,0.512,0.033,574,0.855,"47.6",0.216
"307","02M896",96.5,"All Students",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"5.4",0.286
"308","02M896",95.3,"Not Poverty",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"7.5",0.286
"309","02M896",98.3,"Asian",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"0.0",0.286
"310","02M896",96.3,"SWD",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"11.8",0.286
"311","02M896",94.9,"White",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"8.3",0.286
"312","02M896",96.4,"Not ELL",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"5.8",0.286
"313","02M896",97.4,"Poverty",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"3.9",0.286
"314","02M896",98.4,"ELL",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"0.0",0.286
"315","02M896",96.9,"Female",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"4.2",0.286
"316","02M896",96.6,"Not SWD",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"3.2",0.286
"317","02M896",93.9,"Hispanic",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"14.3",0.286
"318","02M896",96.2,"Male",0.592,"Manhattan",0,0.473,0.109,0.527,0.275,385,0.586,"6.9",0.286
"319","02M933",87.6,"Black",0.758,"Manhattan",0,0.5,0.254,0.5,0.097,236,0.702,"65.0",0.301
"320","02M933",89,"White",0.758,"Manhattan",0,0.5,0.254,0.5,0.097,236,0.702,"50.0",0.301
"321","02M933",89.9,"Hispanic",0.758,"Manhattan",0,0.5,0.254,0.5,0.097,236,0.702,"35.9",0.301
"322","02M933",89.9,"All Students",0.758,"Manhattan",0,0.5,0.254,0.5,0.097,236,0.702,"42.4",0.301
"323","03M054",97.2,"Asian",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"0.0",0.117
"324","03M054",96.2,"Not SWD",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"3.9",0.117
"325","03M054",95.9,"All Students",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"5.3",0.117
"326","03M054",95.7,"Poverty",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"7.0",0.117
"327","03M054",96,"Male",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"4.7",0.117
"328","03M054",95.5,"White",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"6.3",0.117
"329","03M054",96,"Hispanic",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"6.5",0.117
"330","03M054",93.8,"SWD",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"16.7",0.117
"331","03M054",96,"Not Poverty",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"4.5",0.117
"332","03M054",95.8,"Black",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"8.3",0.117
"333","03M054",95.9,"Female",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"5.9",0.117
"334","03M054",97.5,"Other",0.237,"Manhattan",0,0.504,0.086,0.496,0.577,852,0.219,"0.0",0.117
"335","03M076",86.8,"SWD",0.966,"Manhattan",1,0.477,0.752,0.523,0.028,472,0.919,"47.6",0.248
"336","03M076",89.3,"Black",0.966,"Manhattan",1,0.477,0.752,0.523,0.028,472,0.919,"40.4",0.248
"337","03M076",88.1,"Not SWD",0.966,"Manhattan",1,0.477,0.752,0.523,0.028,472,0.919,"46.2",0.248
"338","03M076",87,"Not ELL",0.966,"Manhattan",1,0.477,0.752,0.523,0.028,472,0.919,"50.0",0.248
"339","03M076",92,"ELL",0.966,"Manhattan",1,0.477,0.752,0.523,0.028,472,0.919,"25.0",0.248
"340","03M076",87.7,"All Students",0.966,"Manhattan",1,0.477,0.752,0.523,0.028,472,0.919,"46.7",0.248
"341","03M076",86.8,"Female",0.966,"Manhattan",1,0.477,0.752,0.523,0.028,472,0.919,"53.8",0.248
"342","03M076",88.3,"Male",0.966,"Manhattan",1,0.477,0.752,0.523,0.028,472,0.919,"41.2",0.248
"343","03M149",93.7,"Female",0.991,"Manhattan",1,0.498,0.621,0.502,0.051,235,0.934,"21.1",0.247
"344","03M149",94.8,"Hispanic",0.991,"Manhattan",1,0.498,0.621,0.502,0.051,235,0.934,"16.7",0.247
"345","03M149",95.3,"Not SWD",0.991,"Manhattan",1,0.498,0.621,0.502,0.051,235,0.934,"13.6",0.247
"346","03M149",96.4,"Male",0.991,"Manhattan",1,0.498,0.621,0.502,0.051,235,0.934,"8.3",0.247
"347","03M149",93.6,"SWD",0.991,"Manhattan",1,0.498,0.621,0.502,0.051,235,0.934,"22.2",0.247
"348","03M149",94.7,"Black",0.991,"Manhattan",1,0.498,0.621,0.502,0.051,235,0.934,"17.6",0.247
"349","03M149",94.8,"All Students",0.991,"Manhattan",1,0.498,0.621,0.502,0.051,235,0.934,"16.1",0.247
"350","03M165",86.3,"Male",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"50.0",0.22
"351","03M165",88.3,"Female",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"59.3",0.22
"352","03M165",87.6,"Not ELL",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"50.0",0.22
"353","03M165",88.1,"Not SWD",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"54.1",0.22
"354","03M165",86.8,"ELL",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"69.2",0.22
"355","03M165",87.2,"Hispanic",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"51.4",0.22
"356","03M165",85.6,"SWD",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"56.3",0.22
"357","03M165",87.4,"All Students",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"54.7",0.22
"358","03M165",90.3,"Not Poverty",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"50.0",0.22
"359","03M165",88.1,"Black",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"66.7",0.22
"360","03M165",86.7,"Poverty",0.725,"Manhattan",1,0.513,0.149,0.487,0.182,604,0.711,"55.8",0.22
"361","03M180",90.9,"Not SWD",0.727,"Manhattan",0,0.505,0.516,0.495,0.108,545,0.707,"27.5",0.165
"362","03M180",86.9,"Male",0.727,"Manhattan",0,0.505,0.516,0.495,0.108,545,0.707,"46.9",0.165
"363","03M180",93.9,"Not Poverty",0.727,"Manhattan",0,0.505,0.516,0.495,0.108,545,0.707,"10.0",0.165
"364","03M180",83.9,"SWD",0.727,"Manhattan",0,0.505,0.516,0.495,0.108,545,0.707,"54.5",0.165
"365","03M180",89,"Poverty",0.727,"Manhattan",0,0.505,0.516,0.495,0.108,545,0.707,"36.5",0.165
"366","03M180",92.6,"Female",0.727,"Manhattan",0,0.505,0.516,0.495,0.108,545,0.707,"16.7",0.165
"367","03M180",89.5,"Black",0.727,"Manhattan",0,0.505,0.516,0.495,0.108,545,0.707,"32.6",0.165
"368","03M180",89.7,"All Students",0.727,"Manhattan",0,0.505,0.516,0.495,0.108,545,0.707,"32.3",0.165
"369","03M191",91.3,"SWD",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"36.8",0.289
"370","03M191",89.2,"Not SWD",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"47.6",0.289
"371","03M191",86.7,"Female",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"55.6",0.289
"372","03M191",89.9,"Poverty",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"48.3",0.289
"373","03M191",90.4,"Black",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"40.0",0.289
"374","03M191",90.3,"All Students",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"42.5",0.289
"375","03M191",93.1,"Male",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"31.8",0.289
"376","03M191",89.3,"Hispanic",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"50.0",0.289
"377","03M191",91.2,"Not Poverty",0.74,"Manhattan",1,0.552,0.314,0.448,0.151,516,0.72,"27.3",0.289
"378","03M245",94.4,"Poverty",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"22.0",0.192
"379","03M245",94.3,"Hispanic",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"16.7",0.192
"380","03M245",95.7,"Not Poverty",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"7.5",0.192
"381","03M245",94.5,"Male",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"19.0",0.192
"382","03M245",95.3,"All Students",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"11.9",0.192
"383","03M245",96.2,"White",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"4.3",0.192
"384","03M245",95.2,"Black",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"16.7",0.192
"385","03M245",93.9,"SWD",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"20.8",0.192
"386","03M245",95.6,"Not SWD",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"10.0",0.192
"387","03M245",96,"Female",0.285,"Manhattan",0,0.475,0.12,0.525,0.477,400,0.321,"5.6",0.192
"388","03M247",94.8,"Poverty",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"14.3",0.278
"389","03M247",94.8,"All Students",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"13.0",0.278
"390","03M247",94.7,"ELL",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"8.7",0.278
"391","03M247",95,"Not Poverty",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"0.0",0.278
"392","03M247",95.7,"Female",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"10.5",0.278
"393","03M247",96,"Not SWD",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"7.5",0.278
"394","03M247",94.9,"Not ELL",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"15.2",0.278
"395","03M247",91.1,"SWD",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"31.3",0.278
"396","03M247",93.7,"Male",0.929,"Manhattan",0,0.449,0.01,0.551,0.02,198,0.862,"16.1",0.278
"397","03M250",91.1,"Female",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"37.5",0.292
"398","03M250",93,"White",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"25.0",0.292
"399","03M250",91.4,"SWD",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"31.6",0.292
"400","03M250",92.8,"All Students",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"26.7",0.292
"401","03M250",92.3,"Hispanic",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"30.6",0.292
"402","03M250",93.4,"Not SWD",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"24.4",0.292
"403","03M250",93.4,"Black",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"16.7",0.292
"404","03M250",94.3,"Not Poverty",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"15.8",0.292
"405","03M250",92.1,"Poverty",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"31.7",0.292
"406","03M250",93.9,"Male",0.725,"Manhattan",0,0.551,0.298,0.449,0.096,178,0.747,"19.4",0.292
"407","03M256",87.9,"All Students",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"34.0",0.239
"408","03M256",88,"Black",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"28.0",0.239
"409","03M256",89.8,"Male",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"26.7",0.239
"410","03M256",86.8,"Not SWD",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"36.1",0.239
"411","03M256",83.5,"Hispanic",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"56.3",0.239
"412","03M256",84.8,"Female",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"45.0",0.239
"413","03M256",90.7,"SWD",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"28.6",0.239
"414","03M256",86.6,"Poverty",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"37.2",0.239
"415","03M256",95.5,"Not Poverty",0.848,"Manhattan",0,0.493,0.5,0.507,0.101,138,0.83,"14.3",0.239
"416","03M258",94,"Black",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"14.8",0.26
"417","03M258",93,"Poverty",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"22.0",0.26
"418","03M258",94.5,"Female",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"9.1",0.26
"419","03M258",92.4,"Hispanic",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"24.0",0.26
"420","03M258",93.5,"All Students",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"21.0",0.26
"421","03M258",92.9,"Male",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"27.5",0.26
"422","03M258",94.4,"Not Poverty",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"19.0",0.26
"423","03M258",92.8,"SWD",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"14.3",0.26
"424","03M258",93.8,"Not SWD",0.776,"Manhattan",1,0.529,0.426,0.471,0.09,223,0.741,"24.4",0.26
"425","03M291",96.8,"White",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"3.5",0.218
"426","03M291",93.3,"SWD",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"22.2",0.218
"427","03M291",96.4,"Not SWD",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"4.7",0.218
"428","03M291",93.2,"Hispanic",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"21.7",0.218
"429","03M291",95.1,"Female",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"10.8",0.218
"430","03M291",95.7,"All Students",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"8.3",0.218
"431","03M291",96.8,"Male",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"4.0",0.218
"432","03M291",96.8,"Not Poverty",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"4.5",0.218
"433","03M291",90.4,"Poverty",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"27.3",0.218
"434","03M291",92.7,"Black",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"16.7",0.218
"435","03M291",95.7,"Not ELL",0.192,"Manhattan",0,0.422,0.059,0.578,0.628,339,0.193,"8.3",0.218
"436","03M333",94.1,"Male",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"25.9",0.199
"437","03M333",94.5,"Not SWD",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"17.9",0.199
"438","03M333",90.7,"Hispanic",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"33.3",0.199
"439","03M333",91,"SWD",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"35.7",0.199
"440","03M333",95.8,"White",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"12.5",0.199
"441","03M333",92.9,"Female",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"19.2",0.199
"442","03M333",93.5,"All Students",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"22.6",0.199
"443","03M333",90,"Poverty",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"42.1",0.199
"444","03M333",95.4,"Not Poverty",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"11.8",0.199
"445","03M333",93.5,"Not ELL",0.185,"Manhattan",0,0.493,0.114,0.507,0.59,753,0.295,"22.6",0.199
"446","03M334",96.2,"Asian",0.084,"Manhattan",0,0.505,0.028,0.495,0.512,537,0.142,"6.3",0.065
"447","03M334",95.4,"White",0.084,"Manhattan",0,0.505,0.028,0.495,0.512,537,0.142,"6.0",0.065
"448","03M334",97.8,"Poverty",0.084,"Manhattan",0,0.505,0.028,0.495,0.512,537,0.142,"0.0",0.065
"449","03M334",96.7,"Female",0.084,"Manhattan",0,0.505,0.028,0.495,0.512,537,0.142,"2.8",0.065
"450","03M334",95.9,"All Students",0.084,"Manhattan",0,0.505,0.028,0.495,0.512,537,0.142,"5.3",0.065
"451","03M334",95.1,"Male",0.084,"Manhattan",0,0.505,0.028,0.495,0.512,537,0.142,"7.5",0.065
"452","03M334",95.7,"Not Poverty",0.084,"Manhattan",0,0.505,0.028,0.495,0.512,537,0.142,"5.7",0.065
"453","03M334",95.9,"Not ELL",0.084,"Manhattan",0,0.505,0.028,0.495,0.512,537,0.142,"5.3",0.065
"454","03M415",90.1,"Male",0.824,"Manhattan",1,0.324,0.54,0.676,0.029,278,0.85,"37.5",0.255
"455","03M415",91.6,"All Students",0.824,"Manhattan",1,0.324,0.54,0.676,0.029,278,0.85,"29.4",0.255
"456","03M415",93.1,"Female",0.824,"Manhattan",1,0.324,0.54,0.676,0.029,278,0.85,"22.2",0.255
"457","03M421",86.7,"SWD",0.862,"Manhattan",1,0.498,0.606,0.502,0.02,203,0.818,"36.0",0.335
"458","03M421",80.1,"Hispanic",0.862,"Manhattan",1,0.498,0.606,0.502,0.02,203,0.818,"46.7",0.335
