"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","School Name.y","Year.y","Total Enrollment","Grade 3","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","G&T","Gen Ed","ICT","ICT & G&T","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"115","01M140","P.S. 140 Nathan Straus","2017-18","88.6","SWD Status","SWD","P.S. 140 Nathan Straus","2017-18",371,24,0.491,0.509,0.124,0.027,0.329,0.884,0.913,NA,16,NA,NA,NA,9.2,NA,NA,NA
"116","01M140","P.S. 140 Nathan Straus","2017-18","s","Poverty","Poverty","P.S. 140 Nathan Straus","2017-18",371,24,0.491,0.509,0.124,0.027,0.329,0.884,0.913,NA,16,NA,NA,NA,9.2,NA,NA,NA
"117","01M140","P.S. 140 Nathan Straus","2017-18","89.5","SWD Status","Not SWD","P.S. 140 Nathan Straus","2017-18",371,24,0.491,0.509,0.124,0.027,0.329,0.884,0.913,NA,16,NA,NA,NA,9.2,NA,NA,NA
"118","01M140","P.S. 140 Nathan Straus","2017-18","89.2","Gender","Male","P.S. 140 Nathan Straus","2017-18",371,24,0.491,0.509,0.124,0.027,0.329,0.884,0.913,NA,16,NA,NA,NA,9.2,NA,NA,NA
"119","01M142","P.S. 142 Amalia Castro","2017-18","s","Ethnicity","Other","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"120","01M142","P.S. 142 Amalia Castro","2017-18","s","Poverty","Not Poverty","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"121","01M142","P.S. 142 Amalia Castro","2017-18","s","Ethnicity","Black","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"122","01M142","P.S. 142 Amalia Castro","2017-18","s","Ethnicity","Asian","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"123","01M142","P.S. 142 Amalia Castro","2017-18","93.8","ELL Status","Not ELL","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"124","01M142","P.S. 142 Amalia Castro","2017-18","93.3","SWD Status","Not SWD","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"125","01M142","P.S. 142 Amalia Castro","2017-18","s","Poverty","Poverty","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"126","01M142","P.S. 142 Amalia Castro","2017-18","93.9","Ethnicity","Hispanic","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"127","01M142","P.S. 142 Amalia Castro","2017-18","94.4","Gender","Female","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"128","01M142","P.S. 142 Amalia Castro","2017-18","94.4","SWD Status","SWD","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"129","01M142","P.S. 142 Amalia Castro","2017-18","93.8","All Students","All Students","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"130","01M142","P.S. 142 Amalia Castro","2017-18","93.4","ELL Status","ELL","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"131","01M142","P.S. 142 Amalia Castro","2017-18","92.9","Gender","Male","P.S. 142 Amalia Castro","2017-18",340,44,0.447,0.553,0.126,0.003,0.374,0.976,0.911,NA,NA,20,NA,NA,11,NA,NA,NA
"132","01M184","P.S. 184m Shuang Wen","2017-18","98.2","SWD Status","Not SWD","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"133","01M184","P.S. 184m Shuang Wen","2017-18","97.8","ELL Status","Not ELL","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"134","01M184","P.S. 184m Shuang Wen","2017-18","s","Ethnicity","Other","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"135","01M184","P.S. 184m Shuang Wen","2017-18","98.6","Ethnicity","Asian","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"136","01M184","P.S. 184m Shuang Wen","2017-18","98.2","All Students","All Students","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"137","01M184","P.S. 184m Shuang Wen","2017-18","98.5","Gender","Male","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"138","01M184","P.S. 184m Shuang Wen","2017-18","96.3","Ethnicity","Hispanic","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"139","01M184","P.S. 184m Shuang Wen","2017-18","97.8","Poverty","Not Poverty","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"140","01M184","P.S. 184m Shuang Wen","2017-18","s","Ethnicity","Black","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"141","01M184","P.S. 184m Shuang Wen","2017-18","97.9","Gender","Female","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"142","01M184","P.S. 184m Shuang Wen","2017-18","98.3","SWD Status","SWD","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"143","01M184","P.S. 184m Shuang Wen","2017-18","s","Ethnicity","White","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"144","01M184","P.S. 184m Shuang Wen","2017-18","98.3","Poverty","Poverty","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"145","01M184","P.S. 184m Shuang Wen","2017-18","98.9","ELL Status","ELL","P.S. 184m Shuang Wen","2017-18",684,72,0.499,0.501,0.037,0.073,0.165,0.68,0.653,NA,24.5,22,NA,NA,NA,NA,NA,NA
"146","01M188","P.S. 188 The Island School","2017-18","90.1","ELL Status","Not ELL","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"147","01M188","P.S. 188 The Island School","2017-18","90.2","Ethnicity","Hispanic","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"148","01M188","P.S. 188 The Island School","2017-18","s","Poverty","Not Poverty","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"149","01M188","P.S. 188 The Island School","2017-18","s","Ethnicity","White","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"150","01M188","P.S. 188 The Island School","2017-18","88.7","Ethnicity","Black","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"151","01M188","P.S. 188 The Island School","2017-18","s","Poverty","Poverty","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"152","01M188","P.S. 188 The Island School","2017-18","89.8","Gender","Female","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"153","01M188","P.S. 188 The Island School","2017-18","s","Ethnicity","Asian","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"154","01M188","P.S. 188 The Island School","2017-18","90.1","Gender","Male","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"155","01M188","P.S. 188 The Island School","2017-18","89.9","All Students","All Students","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"156","01M188","P.S. 188 The Island School","2017-18","90.2","SWD Status","Not SWD","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"157","01M188","P.S. 188 The Island School","2017-18","89.2","SWD Status","SWD","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"158","01M188","P.S. 188 The Island School","2017-18","89.4","ELL Status","ELL","P.S. 188 The Island School","2017-18",433,43,0.427,0.573,0.293,0.028,0.312,0.921,0.954,NA,20,23,NA,NA,18,NA,NA,NA
"159","01M315","The East Village Community School","2017-18","91.7","Ethnicity","Hispanic","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"160","01M315","The East Village Community School","2017-18","94.8","Gender","Female","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"161","01M315","The East Village Community School","2017-18","95.5","All Students","All Students","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"162","01M315","The East Village Community School","2017-18","95.5","Poverty","Not Poverty","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"163","01M315","The East Village Community School","2017-18","95.9","SWD Status","SWD","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"164","01M315","The East Village Community School","2017-18","s","Ethnicity","Asian","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"165","01M315","The East Village Community School","2017-18","95.6","Poverty","Poverty","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"166","01M315","The East Village Community School","2017-18","s","Ethnicity","Other","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"167","01M315","The East Village Community School","2017-18","95.4","SWD Status","Not SWD","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"168","01M315","The East Village Community School","2017-18","96.6","Ethnicity","White","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"169","01M315","The East Village Community School","2017-18","95.5","ELL Status","Not ELL","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"170","01M315","The East Village Community School","2017-18","96.6","Gender","Male","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"171","01M315","The East Village Community School","2017-18","s","Ethnicity","Black","The East Village Community School","2017-18",318,48,0.506,0.494,0.053,0.575,0.176,0.27,0.369,NA,NA,24,NA,NA,NA,NA,NA,NA
"172","01M361","The Children's Workshop School","2017-18","87.8","Ethnicity","Hispanic","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"173","01M361","The Children's Workshop School","2017-18","s","Ethnicity","Black","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"174","01M361","The Children's Workshop School","2017-18","95.7","Poverty","Not Poverty","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"175","01M361","The Children's Workshop School","2017-18","s","Ethnicity","Asian","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"176","01M361","The Children's Workshop School","2017-18","93.3","Gender","Male","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"177","01M361","The Children's Workshop School","2017-18","93.0","SWD Status","Not SWD","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"178","01M361","The Children's Workshop School","2017-18","s","ELL Status","Not ELL","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"179","01M361","The Children's Workshop School","2017-18","91.4","SWD Status","SWD","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"180","01M361","The Children's Workshop School","2017-18","96.3","Ethnicity","White","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"181","01M361","The Children's Workshop School","2017-18","92.5","All Students","All Students","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"182","01M361","The Children's Workshop School","2017-18","88.1","Poverty","Poverty","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"183","01M361","The Children's Workshop School","2017-18","91.4","Gender","Female","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"184","01M361","The Children's Workshop School","2017-18","s","ELL Status","ELL","The Children's Workshop School","2017-18",315,46,0.463,0.537,0.092,0.352,0.232,0.457,0.505,NA,NA,23,NA,NA,NA,NA,NA,NA
"185","01M363","Neighborhood School","2017-18","94.6","All Students","All Students","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"186","01M363","Neighborhood School","2017-18","95.5","Gender","Female","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"187","01M363","Neighborhood School","2017-18","s","Ethnicity","Asian","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"188","01M363","Neighborhood School","2017-18","s","Ethnicity","Other","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"189","01M363","Neighborhood School","2017-18","96.3","Poverty","Not Poverty","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"190","01M363","Neighborhood School","2017-18","96.3","Ethnicity","White","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"191","01M363","Neighborhood School","2017-18","s","Ethnicity","Black","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"192","01M363","Neighborhood School","2017-18","92.3","Poverty","Poverty","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"193","01M363","Neighborhood School","2017-18","90.9","SWD Status","SWD","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"194","01M363","Neighborhood School","2017-18","s","ELL Status","ELL","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"195","01M363","Neighborhood School","2017-18","93.4","Gender","Male","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"196","01M363","Neighborhood School","2017-18","s","ELL Status","Not ELL","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"197","01M363","Neighborhood School","2017-18","92.7","Ethnicity","Hispanic","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"198","01M363","Neighborhood School","2017-18","95.5","SWD Status","Not SWD","Neighborhood School","2017-18",304,51,0.49,0.51,0.092,0.461,0.227,0.438,0.478,NA,25,25,NA,NA,NA,NA,NA,NA
"199","01M364","Earth School","2017-18","s","ELL Status","Not ELL","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"200","01M364","Earth School","2017-18","94.2","Gender","Female","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"201","01M364","Earth School","2017-18","93.3","Gender","Male","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"202","01M364","Earth School","2017-18","92.6","Ethnicity","Hispanic","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"203","01M364","Earth School","2017-18","95.0","Poverty","Not Poverty","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"204","01M364","Earth School","2017-18","93.7","All Students","All Students","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"205","01M364","Earth School","2017-18","s","Ethnicity","Other","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"206","01M364","Earth School","2017-18","94.3","SWD Status","Not SWD","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"207","01M364","Earth School","2017-18","92.9","SWD Status","SWD","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"208","01M364","Earth School","2017-18","s","ELL Status","ELL","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"209","01M364","Earth School","2017-18","s","Ethnicity","Asian","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"210","01M364","Earth School","2017-18","90.7","Ethnicity","Black","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"211","01M364","Earth School","2017-18","95.4","Ethnicity","White","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"212","01M364","Earth School","2017-18","92.9","Poverty","Poverty","Earth School","2017-18",355,55,0.454,0.546,0.113,0.341,0.29,0.546,0.554,NA,NA,27.5,NA,NA,NA,NA,NA,NA
"213","01M539","New Explorations into Science, Technology and Math","2017-18","95.0","Ethnicity","Hispanic","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"214","01M539","New Explorations into Science, Technology and Math","2017-18","97.0","Gender","Female","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"215","01M539","New Explorations into Science, Technology and Math","2017-18","96.6","Ethnicity","White","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"216","01M539","New Explorations into Science, Technology and Math","2017-18","96.8","Ethnicity","Other","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"217","01M539","New Explorations into Science, Technology and Math","2017-18","96.7","SWD Status","Not SWD","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"218","01M539","New Explorations into Science, Technology and Math","2017-18","97.5","Ethnicity","Asian","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"219","01M539","New Explorations into Science, Technology and Math","2017-18","94.2","Ethnicity","Black","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"220","01M539","New Explorations into Science, Technology and Math","2017-18","96.0","Poverty","Poverty","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"221","01M539","New Explorations into Science, Technology and Math","2017-18","96.7","ELL Status","Not ELL","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"222","01M539","New Explorations into Science, Technology and Math","2017-18","96.4","Gender","Male","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"223","01M539","New Explorations into Science, Technology and Math","2017-18","96.8","Poverty","Not Poverty","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"224","01M539","New Explorations into Science, Technology and Math","2017-18","96.7","All Students","All Students","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"225","01M539","New Explorations into Science, Technology and Math","2017-18","96.0","SWD Status","SWD","New Explorations into Science, Technology and Math","2017-18",1734,122,0.479,0.521,0.077,0.399,0.081,0.239,0.282,NA,NA,NA,30.5,NA,NA,NA,NA,NA
"226","02M001","P.S. 001 Alfred E. Smith","2017-18","94.8","Poverty","Poverty","P.S. 001 Alfred E. Smith","2017-18",318,47,0.497,0.503,0.176,0.019,0.283,0.808,0.843,NA,20,27,NA,NA,11,NA,NA,NA
"227","02M001","P.S. 001 Alfred E. Smith","2017-18","91.7","Poverty","Not Poverty","P.S. 001 Alfred E. Smith","2017-18",318,47,0.497,0.503,0.176,0.019,0.283,0.808,0.843,NA,20,27,NA,NA,11,NA,NA,NA
"228","02M001","P.S. 001 Alfred E. Smith","2017-18","s","Ethnicity","Black","P.S. 001 Alfred E. Smith","2017-18",318,47,0.497,0.503,0.176,0.019,0.283,0.808,0.843,NA,20,27,NA,NA,11,NA,NA,NA
"229","02M001","P.S. 001 Alfred E. Smith","2017-18","93.5","ELL Status","Not ELL","P.S. 001 Alfred E. Smith","2017-18",318,47,0.497,0.503,0.176,0.019,0.283,0.808,0.843,NA,20,27,NA,NA,11,NA,NA,NA
"230","02M001","P.S. 001 Alfred E. Smith","2017-18","96.9","ELL Status","ELL","P.S. 001 Alfred E. Smith","2017-18",318,47,0.497,0.503,0.176,0.019,0.283,0.808,0.843,NA,20,27,NA,NA,11,NA,NA,NA
"231","02M001","P.S. 001 Alfred E. Smith","2017-18","s","Ethnicity","Other","P.S. 001 Alfred E. Smith","2017-18",318,47,0.497,0.503,0.176,0.019,0.283,0.808,0.843,NA,20,27,NA,NA,11,NA,NA,NA
